ticker,seed,mode,kind,step,path,depth,check,violations,tests,max_violation
GS,20260429,frozen,call,10,2,401,bounds,0,11,0.0
GS,20260429,frozen,call,10,2,401,monotonicity,0,10,0.0
GS,20260429,frozen,call,10,2,401,vertical_spread,0,10,0.0
GS,20260429,frozen,call,10,2,401,convexity,0,9,0.0
GS,20260429,frozen,put,20,2,201,bounds,0,11,0.0
GS,20260429,frozen,put,20,2,201,monotonicity,0,10,0.0
GS,20260429,frozen,put,20,2,201,vertical_spread,0,10,0.0
GS,20260429,frozen,put,20,2,201,convexity,0,9,0.0
GS,20260429,frozen,put,20,2,401,bounds,0,11,0.0
GS,20260429,frozen,put,20,2,401,monotonicity,0,10,0.0
GS,20260429,frozen,put,20,2,401,vertical_spread,0,10,0.0
GS,20260429,frozen,put,20,2,401,convexity,0,9,0.0
GS,20260429,frozen,call,20,2,201,bounds,0,11,0.0
GS,20260429,frozen,call,20,2,201,monotonicity,0,10,0.0
GS,20260429,frozen,call,20,2,201,vertical_spread,0,10,0.0
GS,20260429,frozen,call,20,2,201,convexity,0,9,0.0
GS,20260429,frozen,call,20,2,401,bounds,0,11,0.0
GS,20260429,frozen,call,20,2,401,monotonicity,0,10,0.0
GS,20260429,frozen,call,20,2,401,vertical_spread,0,10,0.0
GS,20260429,frozen,call,20,2,401,convexity,0,9,0.0
GS,20260429,frozen,put,10,3,201,bounds,0,11,0.0
GS,20260429,frozen,put,10,3,201,monotonicity,0,10,0.0
GS,20260429,frozen,put,10,3,201,vertical_spread,0,10,0.0
GS,20260429,frozen,put,10,3,201,convexity,0,9,0.0
GS,20260429,frozen,put,10,3,401,bounds,0,11,0.0
GS,20260429,frozen,put,10,3,401,monotonicity,0,10,0.0
GS,20260429,frozen,put,10,3,401,vertical_spread,0,10,0.0
GS,20260429,frozen,put,10,3,401,convexity,0,9,0.0
GS,20260429,frozen,call,10,3,201,bounds,0,11,0.0
GS,20260429,frozen,call,10,3,201,monotonicity,0,10,0.0
GS,20260429,frozen,call,10,3,201,vertical_spread,0,10,0.0
GS,20260429,frozen,call,10,3,201,convexity,0,9,0.0
GS,20260429,frozen,call,10,3,401,bounds,0,11,0.0
GS,20260429,frozen,call,10,3,401,monotonicity,0,10,0.0
GS,20260429,frozen,call,10,3,401,vertical_spread,0,10,0.0
GS,20260429,frozen,call,10,3,401,convexity,0,9,0.0
GS,20260429,frozen,put,20,3,201,bounds,0,11,0.0
GS,20260429,frozen,put,20,3,201,monotonicity,0,10,0.0
GS,20260429,frozen,put,20,3,201,vertical_spread,0,10,0.0
GS,20260429,frozen,put,20,3,201,convexity,0,9,0.0
GS,20260429,frozen,put,20,3,401,bounds,0,11,0.0
GS,20260429,frozen,put,20,3,401,monotonicity,0,10,0.0
GS,20260429,frozen,put,20,3,401,vertical_spread,0,10,0.0
GS,20260429,frozen,put,20,3,401,convexity,0,9,0.0
GS,20260429,frozen,call,20,3,201,bounds,0,11,0.0
GS,20260429,frozen,call,20,3,201,monotonicity,0,10,0.0
GS,20260429,frozen,call,20,3,201,vertical_spread,0,10,0.0
GS,20260429,frozen,call,20,3,201,convexity,0,9,0.0
GS,20260429,frozen,call,20,3,401,bounds,0,11,0.0
GS,20260429,frozen,call,20,3,401,monotonicity,0,10,0.0
GS,20260429,frozen,call,20,3,401,vertical_spread,0,10,0.0
GS,20260429,frozen,call,20,3,401,convexity,0,9,0.0
GS,20260429,frozen,put,10,4,201,bounds,0,11,0.0
GS,20260429,frozen,put,10,4,201,monotonicity,0,10,0.0
GS,20260429,frozen,put,10,4,201,vertical_spread,0,10,0.0
GS,20260429,frozen,put,10,4,201,convexity,0,9,0.0
GS,20260429,frozen,put,10,4,401,bounds,0,11,0.0
GS,20260429,frozen,put,10,4,401,monotonicity,0,10,0.0
GS,20260429,frozen,put,10,4,401,vertical_spread,0,10,0.0
GS,20260429,frozen,put,10,4,401,convexity,0,9,0.0
GS,20260429,frozen,call,10,4,201,bounds,0,11,0.0
GS,20260429,frozen,call,10,4,201,monotonicity,0,10,0.00591001945567491
GS,20260429,frozen,call,10,4,201,vertical_spread,0,10,0.0
GS,20260429,frozen,call,10,4,201,convexity,0,9,0.0
GS,20260429,frozen,call,10,4,401,bounds,0,11,0.0
GS,20260429,frozen,call,10,4,401,monotonicity,0,10,0.0059093944476485555
GS,20260429,frozen,call,10,4,401,vertical_spread,0,10,0.0
GS,20260429,frozen,call,10,4,401,convexity,0,9,0.0
GS,20260429,frozen,put,20,4,201,bounds,0,11,0.0
GS,20260429,frozen,put,20,4,201,monotonicity,0,10,0.0
GS,20260429,frozen,put,20,4,201,vertical_spread,0,10,0.0
GS,20260429,frozen,put,20,4,201,convexity,0,9,0.0
GS,20260429,frozen,put,20,4,401,bounds,0,11,0.0
GS,20260429,frozen,put,20,4,401,monotonicity,0,10,0.0
GS,20260429,frozen,put,20,4,401,vertical_spread,0,10,0.0
GS,20260429,frozen,put,20,4,401,convexity,0,9,0.0
GS,20260429,frozen,call,20,4,201,bounds,0,11,0.0
GS,20260429,frozen,call,20,4,201,monotonicity,0,10,0.0
GS,20260429,frozen,call,20,4,201,vertical_spread,0,10,0.0
GS,20260429,frozen,call,20,4,201,convexity,0,9,0.0
GS,20260429,frozen,call,20,4,401,bounds,0,11,0.0
GS,20260429,frozen,call,20,4,401,monotonicity,0,10,0.0
GS,20260429,frozen,call,20,4,401,vertical_spread,0,10,0.0
GS,20260429,frozen,call,20,4,401,convexity,0,9,0.0
GS,20260429,frozen,put,10,5,201,bounds,0,11,0.0
GS,20260429,frozen,put,10,5,201,monotonicity,0,10,0.0
GS,20260429,frozen,put,10,5,201,vertical_spread,0,10,0.0
GS,20260429,frozen,put,10,5,201,convexity,0,9,0.0
GS,20260429,frozen,put,10,5,401,bounds,0,11,0.0
GS,20260429,frozen,put,10,5,401,monotonicity,0,10,0.0
GS,20260429,frozen,put,10,5,401,vertical_spread,0,10,0.0
GS,20260429,frozen,put,10,5,401,convexity,0,9,0.0
GS,20260429,frozen,call,10,5,201,bounds,0,11,0.0
GS,20260429,frozen,call,10,5,201,monotonicity,0,10,0.0
GS,20260429,frozen,call,10,5,201,vertical_spread,0,10,0.0
GS,20260429,frozen,call,10,5,201,convexity,0,9,0.0
GS,20260429,frozen,call,10,5,401,bounds,0,11,0.0
GS,20260429,frozen,call,10,5,401,monotonicity,0,10,0.0
GS,20260429,frozen,call,10,5,401,vertical_spread,0,10,0.0
GS,20260429,frozen,call,10,5,401,convexity,0,9,0.0
GS,20260429,frozen,put,20,5,201,bounds,0,11,0.0
GS,20260429,frozen,put,20,5,201,monotonicity,0,10,0.0
GS,20260429,frozen,put,20,5,201,vertical_spread,0,10,0.0
GS,20260429,frozen,put,20,5,201,convexity,0,9,0.0
GS,20260429,frozen,put,20,5,401,bounds,0,11,0.0
GS,20260429,frozen,put,20,5,401,monotonicity,0,10,0.0
GS,20260429,frozen,put,20,5,401,vertical_spread,0,10,0.0
GS,20260429,frozen,put,20,5,401,convexity,0,9,0.0
GS,20260429,frozen,call,20,5,201,bounds,0,11,0.0
GS,20260429,frozen,call,20,5,201,monotonicity,0,10,0.0
GS,20260429,frozen,call,20,5,201,vertical_spread,0,10,0.0
GS,20260429,frozen,call,20,5,201,convexity,0,9,0.0
GS,20260429,frozen,call,20,5,401,bounds,0,11,0.0
GS,20260429,frozen,call,20,5,401,monotonicity,0,10,0.0
GS,20260429,frozen,call,20,5,401,vertical_spread,0,10,0.0
GS,20260429,frozen,call,20,5,401,convexity,0,9,0.0
GS,20260429,frozen,put,10,6,201,bounds,0,11,0.0
GS,20260429,frozen,put,10,6,201,monotonicity,0,10,0.0
GS,20260429,frozen,put,10,6,201,vertical_spread,0,10,0.0
GS,20260429,frozen,put,10,6,201,convexity,0,9,0.0
GS,20260429,frozen,put,10,6,401,bounds,0,11,0.0
GS,20260429,frozen,put,10,6,401,monotonicity,0,10,0.0
GS,20260429,frozen,put,10,6,401,vertical_spread,0,10,0.0
GS,20260429,frozen,put,10,6,401,convexity,0,9,0.0
GS,20260429,frozen,call,10,6,201,bounds,0,11,0.0
GS,20260429,frozen,call,10,6,201,monotonicity,0,10,0.0
GS,20260429,frozen,call,10,6,201,vertical_spread,0,10,0.0
GS,20260429,frozen,call,10,6,201,convexity,0,9,0.0
GS,20260429,frozen,call,10,6,401,bounds,0,11,0.0
GS,20260429,frozen,call,10,6,401,monotonicity,0,10,0.0
GS,20260429,frozen,call,10,6,401,vertical_spread,0,10,0.0
GS,20260429,frozen,call,10,6,401,convexity,0,9,0.0
GS,20260429,frozen,put,20,6,201,bounds,0,11,0.0
GS,20260429,frozen,put,20,6,201,monotonicity,0,10,0.0
GS,20260429,frozen,put,20,6,201,vertical_spread,0,10,0.0
GS,20260429,frozen,put,20,6,201,convexity,0,9,1.4210854715202004e-14
GS,20260429,frozen,put,20,6,401,bounds,0,11,0.0
GS,20260429,frozen,put,20,6,401,monotonicity,0,10,0.0
GS,20260429,frozen,put,20,6,401,vertical_spread,0,10,0.0
GS,20260429,frozen,put,20,6,401,convexity,0,9,1.4210854715202004e-14
GS,20260429,frozen,call,20,6,201,bounds,0,11,0.0
GS,20260429,frozen,call,20,6,201,monotonicity,0,10,0.0
GS,20260429,frozen,call,20,6,201,vertical_spread,0,10,0.0
GS,20260429,frozen,call,20,6,201,convexity,0,9,0.0
GS,20260429,frozen,call,20,6,401,bounds,0,11,0.0
GS,20260429,frozen,call,20,6,401,monotonicity,0,10,0.0
GS,20260429,frozen,call,20,6,401,vertical_spread,0,10,0.0
GS,20260429,frozen,call,20,6,401,convexity,0,9,0.0
GS,20260429,frozen,put,10,7,201,bounds,0,11,0.0
GS,20260429,frozen,put,10,7,201,monotonicity,0,10,0.0
GS,20260429,frozen,put,10,7,201,vertical_spread,0,10,0.0
GS,20260429,frozen,put,10,7,201,convexity,0,9,0.0
GS,20260429,frozen,put,10,7,401,bounds,0,11,0.0
GS,20260429,frozen,put,10,7,401,monotonicity,0,10,0.0
GS,20260429,frozen,put,10,7,401,vertical_spread,0,10,0.0
GS,20260429,frozen,put,10,7,401,convexity,0,9,0.0
GS,20260429,frozen,call,10,7,201,bounds,0,11,0.0
GS,20260429,frozen,call,10,7,201,monotonicity,0,10,0.004078096911549853
GS,20260429,frozen,call,10,7,201,vertical_spread,0,10,0.0
GS,20260429,frozen,call,10,7,201,convexity,0,9,0.0
GS,20260429,frozen,call,10,7,401,bounds,0,11,0.0
GS,20260429,frozen,call,10,7,401,monotonicity,0,10,0.004077404215843322
GS,20260429,frozen,call,10,7,401,vertical_spread,0,10,0.0
GS,20260429,frozen,call,10,7,401,convexity,0,9,0.0
GS,20260429,frozen,put,20,7,201,bounds,0,11,0.0
GS,20260429,frozen,put,20,7,201,monotonicity,0,10,0.0
GS,20260429,frozen,put,20,7,201,vertical_spread,0,10,0.0
GS,20260429,frozen,put,20,7,201,convexity,0,9,0.0
GS,20260429,frozen,put,20,7,401,bounds,0,11,0.0
GS,20260429,frozen,put,20,7,401,monotonicity,0,10,0.0
GS,20260429,frozen,put,20,7,401,vertical_spread,0,10,0.0
GS,20260429,frozen,put,20,7,401,convexity,0,9,0.0
GS,20260429,frozen,call,20,7,201,bounds,0,11,0.0
GS,20260429,frozen,call,20,7,201,monotonicity,0,10,0.0
GS,20260429,frozen,call,20,7,201,vertical_spread,0,10,0.0
GS,20260429,frozen,call,20,7,201,convexity,0,9,0.0
GS,20260429,frozen,call,20,7,401,bounds,0,11,0.0
GS,20260429,frozen,call,20,7,401,monotonicity,0,10,0.0
GS,20260429,frozen,call,20,7,401,vertical_spread,0,10,0.0
GS,20260429,frozen,call,20,7,401,convexity,0,9,0.0
GS,20260429,frozen,put,10,8,201,bounds,0,11,0.0
GS,20260429,frozen,put,10,8,201,monotonicity,0,10,0.0
GS,20260429,frozen,put,10,8,201,vertical_spread,0,10,0.0
GS,20260429,frozen,put,10,8,201,convexity,0,9,0.0
GS,20260429,frozen,put,10,8,401,bounds,0,11,0.0
GS,20260429,frozen,put,10,8,401,monotonicity,0,10,0.0
GS,20260429,frozen,put,10,8,401,vertical_spread,0,10,0.0
GS,20260429,frozen,put,10,8,401,convexity,0,9,0.0
GS,20260429,frozen,call,10,8,201,bounds,0,11,0.0
GS,20260429,frozen,call,10,8,201,monotonicity,0,10,0.0
GS,20260429,frozen,call,10,8,201,vertical_spread,0,10,0.0
GS,20260429,frozen,call,10,8,201,convexity,0,9,0.0
GS,20260429,frozen,call,10,8,401,bounds,0,11,0.0
GS,20260429,frozen,call,10,8,401,monotonicity,0,10,0.0
GS,20260429,frozen,call,10,8,401,vertical_spread,0,10,0.0
GS,20260429,frozen,call,10,8,401,convexity,0,9,0.0
GS,20260429,frozen,put,20,8,201,bounds,0,11,0.0
GS,20260429,frozen,put,20,8,201,monotonicity,0,10,0.0
GS,20260429,frozen,put,20,8,201,vertical_spread,0,10,0.0
GS,20260429,frozen,put,20,8,201,convexity,0,9,0.0
GS,20260429,frozen,put,20,8,401,bounds,0,11,0.0
GS,20260429,frozen,put,20,8,401,monotonicity,0,10,0.0
GS,20260429,frozen,put,20,8,401,vertical_spread,0,10,0.0
GS,20260429,frozen,put,20,8,401,convexity,0,9,0.0
GS,20260429,frozen,call,20,8,201,bounds,0,11,0.0
GS,20260429,frozen,call,20,8,201,monotonicity,0,10,0.0
GS,20260429,frozen,call,20,8,201,vertical_spread,0,10,0.0
GS,20260429,frozen,call,20,8,201,convexity,0,9,0.0
GS,20260429,frozen,call,20,8,401,bounds,0,11,0.0
GS,20260429,frozen,call,20,8,401,monotonicity,0,10,0.0
GS,20260429,frozen,call,20,8,401,vertical_spread,0,10,0.0
GS,20260429,frozen,call,20,8,401,convexity,0,9,1.5973000699887052e-11
GS,20260429,frozen,put,10,9,201,bounds,0,11,0.0
GS,20260429,frozen,put,10,9,201,monotonicity,0,10,0.0
GS,20260429,frozen,put,10,9,201,vertical_spread,0,10,0.0
GS,20260429,frozen,put,10,9,201,convexity,0,9,0.0
GS,20260429,frozen,put,10,9,401,bounds,0,11,0.0
GS,20260429,frozen,put,10,9,401,monotonicity,0,10,0.0
GS,20260429,frozen,put,10,9,401,vertical_spread,0,10,0.0
GS,20260429,frozen,put,10,9,401,convexity,0,9,0.0
GS,20260429,frozen,call,10,9,201,bounds,0,11,0.0
GS,20260429,frozen,call,10,9,201,monotonicity,0,10,0.0
GS,20260429,frozen,call,10,9,201,vertical_spread,0,10,0.0
GS,20260429,frozen,call,10,9,201,convexity,0,9,0.0
GS,20260429,frozen,call,10,9,401,bounds,0,11,0.0
GS,20260429,frozen,call,10,9,401,monotonicity,0,10,0.0
GS,20260429,frozen,call,10,9,401,vertical_spread,0,10,0.0
GS,20260429,frozen,call,10,9,401,convexity,0,9,0.0
GS,20260429,frozen,put,20,9,201,bounds,0,11,0.0
GS,20260429,frozen,put,20,9,201,monotonicity,0,10,0.0
GS,20260429,frozen,put,20,9,201,vertical_spread,0,10,0.0
GS,20260429,frozen,put,20,9,201,convexity,0,9,0.0
GS,20260429,frozen,put,20,9,401,bounds,0,11,0.0
GS,20260429,frozen,put,20,9,401,monotonicity,0,10,0.0
GS,20260429,frozen,put,20,9,401,vertical_spread,0,10,0.0
GS,20260429,frozen,put,20,9,401,convexity,0,9,0.0
GS,20260429,frozen,call,20,9,201,bounds,0,11,0.0
GS,20260429,frozen,call,20,9,201,monotonicity,0,10,0.0
GS,20260429,frozen,call,20,9,201,vertical_spread,0,10,0.0
GS,20260429,frozen,call,20,9,201,convexity,0,9,0.0
GS,20260429,frozen,call,20,9,401,bounds,0,11,0.0
GS,20260429,frozen,call,20,9,401,monotonicity,0,10,0.0
GS,20260429,frozen,call,20,9,401,vertical_spread,0,10,0.0
GS,20260429,frozen,call,20,9,401,convexity,0,9,0.0
GS,20260429,frozen,put,10,10,201,bounds,0,11,0.0
GS,20260429,frozen,put,10,10,201,monotonicity,0,10,0.0
GS,20260429,frozen,put,10,10,201,vertical_spread,0,10,0.0
GS,20260429,frozen,put,10,10,201,convexity,0,9,0.0
GS,20260429,frozen,put,10,10,401,bounds,0,11,0.0
GS,20260429,frozen,put,10,10,401,monotonicity,0,10,0.0
GS,20260429,frozen,put,10,10,401,vertical_spread,0,10,0.0
GS,20260429,frozen,put,10,10,401,convexity,0,9,0.0
GS,20260429,frozen,call,10,10,201,bounds,0,11,0.0
GS,20260429,frozen,call,10,10,201,monotonicity,0,10,0.0
GS,20260429,frozen,call,10,10,201,vertical_spread,0,10,0.0
GS,20260429,frozen,call,10,10,201,convexity,0,9,0.0
GS,20260429,frozen,call,10,10,401,bounds,0,11,0.0
GS,20260429,frozen,call,10,10,401,monotonicity,0,10,0.0
GS,20260429,frozen,call,10,10,401,vertical_spread,0,10,0.0
GS,20260429,frozen,call,10,10,401,convexity,0,9,0.0
GS,20260429,frozen,put,20,10,201,bounds,0,11,0.0
GS,20260429,frozen,put,20,10,201,monotonicity,0,10,0.0
GS,20260429,frozen,put,20,10,201,vertical_spread,0,10,0.0
GS,20260429,frozen,put,20,10,201,convexity,0,9,0.0
GS,20260429,frozen,put,20,10,401,bounds,0,11,0.0
GS,20260429,frozen,put,20,10,401,monotonicity,0,10,0.0
GS,20260429,frozen,put,20,10,401,vertical_spread,0,10,0.0
GS,20260429,frozen,put,20,10,401,convexity,0,9,0.0
GS,20260429,frozen,call,20,10,201,bounds,0,11,0.0
GS,20260429,frozen,call,20,10,201,monotonicity,0,10,0.0
GS,20260429,frozen,call,20,10,201,vertical_spread,0,10,0.0
GS,20260429,frozen,call,20,10,201,convexity,0,9,0.0
GS,20260429,frozen,call,20,10,401,bounds,0,11,0.0
GS,20260429,frozen,call,20,10,401,monotonicity,0,10,0.0
GS,20260429,frozen,call,20,10,401,vertical_spread,0,10,0.0
GS,20260429,frozen,call,20,10,401,convexity,0,9,0.0
GS,20260429,frozen,put,10,11,201,bounds,0,11,0.0
GS,20260429,frozen,put,10,11,201,monotonicity,0,10,0.0
GS,20260429,frozen,put,10,11,201,vertical_spread,0,10,0.0
GS,20260429,frozen,put,10,11,201,convexity,0,9,0.0
GS,20260429,frozen,put,10,11,401,bounds,0,11,0.0
GS,20260429,frozen,put,10,11,401,monotonicity,0,10,0.0
GS,20260429,frozen,put,10,11,401,vertical_spread,0,10,0.0
GS,20260429,frozen,put,10,11,401,convexity,0,9,0.0
GS,20260429,frozen,call,10,11,201,bounds,0,11,0.0
GS,20260429,frozen,call,10,11,201,monotonicity,0,10,0.006287785528163382
GS,20260429,frozen,call,10,11,201,vertical_spread,0,10,0.0
GS,20260429,frozen,call,10,11,201,convexity,0,9,0.0
GS,20260429,frozen,call,10,11,401,bounds,0,11,0.0
GS,20260429,frozen,call,10,11,401,monotonicity,0,10,0.006287141764894321
GS,20260429,frozen,call,10,11,401,vertical_spread,0,10,0.0
GS,20260429,frozen,call,10,11,401,convexity,0,9,0.0
GS,20260429,frozen,put,20,11,201,bounds,0,11,0.0
GS,20260429,frozen,put,20,11,201,monotonicity,0,10,0.0
GS,20260429,frozen,put,20,11,201,vertical_spread,0,10,0.0
GS,20260429,frozen,put,20,11,201,convexity,0,9,0.0
GS,20260429,frozen,put,20,11,401,bounds,0,11,0.0
GS,20260429,frozen,put,20,11,401,monotonicity,0,10,0.0
GS,20260429,frozen,put,20,11,401,vertical_spread,0,10,0.0
GS,20260429,frozen,put,20,11,401,convexity,0,9,0.0
GS,20260429,frozen,call,20,11,201,bounds,0,11,0.0
GS,20260429,frozen,call,20,11,201,monotonicity,0,10,0.0
GS,20260429,frozen,call,20,11,201,vertical_spread,0,10,0.0
GS,20260429,frozen,call,20,11,201,convexity,0,9,0.0
GS,20260429,frozen,call,20,11,401,bounds,0,11,0.0
GS,20260429,frozen,call,20,11,401,monotonicity,0,10,0.0
GS,20260429,frozen,call,20,11,401,vertical_spread,0,10,0.0
GS,20260429,frozen,call,20,11,401,convexity,0,9,0.0
GS,20260429,frozen,put,10,12,201,bounds,0,11,0.0
GS,20260429,frozen,put,10,12,201,monotonicity,0,10,0.0
GS,20260429,frozen,put,10,12,201,vertical_spread,0,10,0.0
GS,20260429,frozen,put,10,12,201,convexity,0,9,0.0
GS,20260429,frozen,put,10,12,401,bounds,0,11,0.0
GS,20260429,frozen,put,10,12,401,monotonicity,0,10,0.0
GS,20260429,frozen,put,10,12,401,vertical_spread,0,10,0.0
GS,20260429,frozen,put,10,12,401,convexity,0,9,0.0
GS,20260429,frozen,call,10,12,201,bounds,0,11,0.0
GS,20260429,frozen,call,10,12,201,monotonicity,0,10,0.0
GS,20260429,frozen,call,10,12,201,vertical_spread,0,10,0.0
GS,20260429,frozen,call,10,12,201,convexity,0,9,0.0
GS,20260429,frozen,call,10,12,401,bounds,0,11,0.0
GS,20260429,frozen,call,10,12,401,monotonicity,0,10,0.0
GS,20260429,frozen,call,10,12,401,vertical_spread,0,10,0.0
GS,20260429,frozen,call,10,12,401,convexity,0,9,0.0
GS,20260429,frozen,put,20,12,201,bounds,0,11,0.0
GS,20260429,frozen,put,20,12,201,monotonicity,0,10,0.0
GS,20260429,frozen,put,20,12,201,vertical_spread,0,10,0.0
GS,20260429,frozen,put,20,12,201,convexity,0,9,1.4210854715202004e-14
GS,20260429,frozen,put,20,12,401,bounds,0,11,0.0
GS,20260429,frozen,put,20,12,401,monotonicity,0,10,0.0
GS,20260429,frozen,put,20,12,401,vertical_spread,0,10,0.0
GS,20260429,frozen,put,20,12,401,convexity,0,9,1.4210854715202004e-14
GS,20260429,frozen,call,20,12,201,bounds,0,11,0.0
GS,20260429,frozen,call,20,12,201,monotonicity,0,10,0.0
GS,20260429,frozen,call,20,12,201,vertical_spread,0,10,0.0
GS,20260429,frozen,call,20,12,201,convexity,0,9,0.0
GS,20260429,frozen,call,20,12,401,bounds,0,11,0.0
GS,20260429,frozen,call,20,12,401,monotonicity,0,10,0.0
GS,20260429,frozen,call,20,12,401,vertical_spread,0,10,0.0
GS,20260429,frozen,call,20,12,401,convexity,0,9,0.0
GS,20260429,frozen,put,10,13,201,bounds,0,11,0.0
GS,20260429,frozen,put,10,13,201,monotonicity,0,10,0.0
GS,20260429,frozen,put,10,13,201,vertical_spread,0,10,0.0
GS,20260429,frozen,put,10,13,201,convexity,0,9,0.0
GS,20260429,frozen,put,10,13,401,bounds,0,11,0.0
GS,20260429,frozen,put,10,13,401,monotonicity,0,10,0.0
GS,20260429,frozen,put,10,13,401,vertical_spread,0,10,0.0
GS,20260429,frozen,put,10,13,401,convexity,0,9,0.0
GS,20260429,frozen,call,10,13,201,bounds,0,11,0.0
GS,20260429,frozen,call,10,13,201,monotonicity,0,10,0.0
GS,20260429,frozen,call,10,13,201,vertical_spread,0,10,0.0
GS,20260429,frozen,call,10,13,201,convexity,0,9,0.0
GS,20260429,frozen,call,10,13,401,bounds,0,11,0.0
GS,20260429,frozen,call,10,13,401,monotonicity,0,10,0.0
GS,20260429,frozen,call,10,13,401,vertical_spread,0,10,0.0
GS,20260429,frozen,call,10,13,401,convexity,0,9,0.0
GS,20260429,frozen,put,20,13,201,bounds,0,11,0.0
GS,20260429,frozen,put,20,13,201,monotonicity,0,10,0.0
GS,20260429,frozen,put,20,13,201,vertical_spread,0,10,0.0
GS,20260429,frozen,put,20,13,201,convexity,0,9,2.842170943040401e-14
GS,20260429,frozen,put,20,13,401,bounds,0,11,0.0
GS,20260429,frozen,put,20,13,401,monotonicity,0,10,0.0
GS,20260429,frozen,put,20,13,401,vertical_spread,0,10,0.0
GS,20260429,frozen,put,20,13,401,convexity,0,9,2.842170943040401e-14
GS,20260429,frozen,call,20,13,201,bounds,0,11,0.0
GS,20260429,frozen,call,20,13,201,monotonicity,0,10,2.0593978111657599e-22
GS,20260429,frozen,call,20,13,201,vertical_spread,0,10,0.0
GS,20260429,frozen,call,20,13,201,convexity,0,9,0.0
GS,20260429,frozen,call,20,13,401,bounds,0,11,0.0
